timestamp,open,high,low,close,volume
1747238400000,2596.280029296875,2597.8798828125,2595.580078125,2596.25,5596.212
1747238460000,2596.25,2597.449951171875,2595.0,2595.2900390625,3479.279
1747238520000,2595.2900390625,2597.22998046875,2594.6201171875,2595.659912109375,2543.224
1747238580000,2595.659912109375,2598.0,2594.8701171875,2597.8701171875,3103.706
1747238640000,2597.860107421875,2598.1201171875,2594.0,2594.0,3464.666
1747238700000,2594.0,2598.760009765625,2594.0,2598.699951171875,3951.792
1747238760000,2598.699951171875,2598.7099609375,2592.0,2592.89990234375,7603.477
1747238820000,2592.889892578125,2594.860107421875,2588.699951171875,2590.02001953125,4232.112
1747238880000,2590.030029296875,2591.739990234375,2588.68994140625,2588.760009765625,3387.777
1747238940000,2588.75,2591.639892578125,2587.5,2591.0400390625,3069.016
1747239000000,2591.050048828125,2596.320068359375,2590.580078125,2595.830078125,2280.372
1747239060000,2595.830078125,2597.989990234375,2595.7099609375,2595.830078125,2771.254
1747239120000,2595.830078125,2597.1298828125,2594.340087890625,2594.659912109375,2167.102
1747239180000,2594.669921875,2594.72998046875,2592.580078125,2593.760009765625,2218.865
1747239240000,2593.760009765625,2593.800048828125,2592.1298828125,2593.800048828125,802.501
1747239300000,2593.800048828125,2593.800048828125,2589.090087890625,2590.0,3959.227
1747239360000,2589.989990234375,2591.030029296875,2584.090087890625,2584.5400390625,6112.799
1747239420000,2584.550048828125,2587.300048828125,2583.02001953125,2587.2099609375,8418.911
1747239480000,2587.2099609375,2587.800048828125,2583.6201171875,2585.080078125,5433.646
1747239540000,2585.070068359375,2587.340087890625,2580.2900390625,2581.659912109375,5895.499
1747239600000,2581.659912109375,2583.0,2579.330078125,2582.89990234375,7403.386
1747239660000,2582.89990234375,2583.110107421875,2580.300048828125,2580.699951171875,2999.016
1747239720000,2580.699951171875,2582.840087890625,2580.0,2581.3798828125,11103.469
1747239780000,2581.3701171875,2581.8798828125,2580.0,2580.39990234375,6071.486
1747239840000,2580.39990234375,2584.68994140625,2580.0400390625,2583.659912109375,3058.359
1747239900000,2583.669921875,2590.0,2583.669921875,2589.449951171875,4907.756
1747239960000,2589.449951171875,2591.360107421875,2586.860107421875,2587.389892578125,3689.589
1747240020000,2587.389892578125,2588.0,2584.050048828125,2585.72998046875,4374.891
1747240080000,2585.719970703125,2586.8798828125,2585.0,2586.489990234375,3543.714
1747240140000,2586.47998046875,2588.43994140625,2586.199951171875,2586.199951171875,3224.707
1747240200000,2586.199951171875,2588.169921875,2583.969970703125,2584.0,5036.423
1747240260000,2583.9599609375,2589.330078125,2581.89990234375,2588.8798828125,2250.535
1747240320000,2588.8798828125,2590.35009765625,2586.85009765625,2589.89990234375,2601.576
1747240380000,2589.89990234375,2593.389892578125,2589.89990234375,2592.639892578125,4410.399
1747240440000,2592.6298828125,2592.6298828125,2587.570068359375,2588.360107421875,1890.106
1747240500000,2588.360107421875,2593.510009765625,2586.929931640625,2591.449951171875,3605.709
1747240560000,2591.449951171875,2591.97998046875,2590.0,2590.0,5085.491
1747240620000,2590.0,2590.669921875,2584.7900390625,2586.739990234375,5279.575
1747240680000,2586.72998046875,2588.639892578125,2585.06005859375,2587.14990234375,3357.007
1747240740000,2587.199951171875,2588.56005859375,2585.0,2588.52001953125,4945.779
1747240800000,2588.5400390625,2593.219970703125,2586.300048828125,2587.35009765625,10478.888
1747240860000,2587.35009765625,2590.659912109375,2583.719970703125,2588.18994140625,10419.141
1747240920000,2588.2099609375,2593.0,2587.9599609375,2590.93994140625,3769.574
1747240980000,2590.93994140625,2591.43994140625,2585.169921875,2587.93994140625,5326.837
1747241040000,2587.989990234375,2587.989990234375,2585.0,2586.64990234375,4050.025
1747241100000,2586.64990234375,2589.969970703125,2586.47998046875,2589.31005859375,1901.928
1747241160000,2589.31005859375,2590.27001953125,2585.0,2586.610107421875,4549.711
1747241220000,2586.610107421875,2586.739990234375,2581.320068359375,2581.949951171875,7241.711
1747241280000,2581.9599609375,2588.419921875,2581.699951171875,2585.60009765625,4911.963
1747241340000,2585.60009765625,2588.530029296875,2579.75,2580.1201171875,7786.769
1747241400000,2580.110107421875,2582.75,2578.610107421875,2581.39990234375,5552.755
1747241460000,2581.409912109375,2581.8798828125,2577.969970703125,2579.5400390625,4447.174
1747241520000,2579.5400390625,2580.1201171875,2577.330078125,2579.330078125,5570.79
1747241580000,2579.330078125,2581.760009765625,2578.300048828125,2581.330078125,3325.676
1747241640000,2581.330078125,2584.659912109375,2581.18994140625,2583.110107421875,2815.675
1747241700000,2583.10009765625,2584.760009765625,2582.820068359375,2584.280029296875,1503.205
1747241760000,2584.280029296875,2586.969970703125,2584.0400390625,2585.0,1709.46
1747241820000,2585.0,2587.419921875,2585.0,2587.3798828125,1099.75
1747241880000,2587.39990234375,2588.43994140625,2585.2099609375,2587.739990234375,1057.674
1747241940000,2587.739990234375,2589.35009765625,2587.1298828125,2588.89990234375,2632.99
1747242000000,2588.89990234375,2590.60009765625,2587.77001953125,2588.949951171875,2399.2
1747242060000,2588.949951171875,2591.39990234375,2586.840087890625,2589.9599609375,2414.388
1747242120000,2589.969970703125,2590.8798828125,2584.8798828125,2584.8798828125,1689.597
1747242180000,2584.8798828125,2589.8701171875,2583.89990234375,2586.469970703125,1650.727
1747242240000,2586.4599609375,2588.510009765625,2583.449951171875,2584.139892578125,2165.793
1747242300000,2584.139892578125,2584.139892578125,2578.820068359375,2580.780029296875,4870.761
1747242360000,2580.77001953125,2586.419921875,2580.0,2582.530029296875,2181.567
1747242420000,2582.52001953125,2585.760009765625,2581.3701171875,2585.68994140625,1560.766
1747242480000,2585.699951171875,2586.969970703125,2582.219970703125,2582.4599609375,1817.382
1747242540000,2582.4599609375,2582.840087890625,2580.800048828125,2582.18994140625,1694.187
1747242600000,2582.18994140625,2582.280029296875,2578.6298828125,2578.820068359375,2210.495
1747242660000,2578.820068359375,2579.0,2575.679931640625,2577.510009765625,7553.832
1747242720000,2577.5,2577.510009765625,2570.0,2572.02001953125,13451.657
1747242780000,2572.0,2574.7900390625,2571.429931640625,2573.159912109375,3929.909
1747242840000,2573.159912109375,2574.0,2571.85009765625,2573.8701171875,5877.888
1747242900000,2573.8701171875,2574.360107421875,2567.300048828125,2567.860107421875,7371.755
1747242960000,2567.8701171875,2568.419921875,2565.06005859375,2566.5,8755.896
1747243020000,2566.5,2567.469970703125,2562.0,2564.929931640625,9304.781
1747243080000,2564.93994140625,2565.31005859375,2561.550048828125,2563.25,6789.582
1747243140000,2563.25,2565.3798828125,2561.739990234375,2564.989990234375,4871.719
1747243200000,2564.97998046875,2568.719970703125,2564.800048828125,2566.969970703125,6606.325
1747243260000,2566.9599609375,2566.9599609375,2560.0,2560.1201171875,6000.54
1747243320000,2560.110107421875,2565.0,2552.0,2553.969970703125,29499.897
1747243380000,2553.969970703125,2556.199951171875,2548.0,2549.47998046875,41504.959
1747243440000,2549.47998046875,2555.860107421875,2549.169921875,2554.830078125,12788.235
1747243500000,2554.820068359375,2556.550048828125,2545.0,2549.52001953125,25452.412
1747243560000,2549.52001953125,2556.5,2548.6201171875,2555.27001953125,7765.432
1747243620000,2555.2900390625,2563.3798828125,2555.280029296875,2563.2900390625,7102.91
1747243680000,2563.2900390625,2565.8798828125,2562.0,2565.110107421875,7034.621
1747243740000,2565.110107421875,2566.18994140625,2564.050048828125,2566.0,3381.527
1747243800000,2566.0,2567.0,2564.0,2566.719970703125,3272.945
1747243860000,2566.7099609375,2570.409912109375,2566.360107421875,2570.3798828125,8801.522
1747243920000,2570.360107421875,2572.909912109375,2570.0,2572.0400390625,7549.766
1747243980000,2572.090087890625,2572.93994140625,2570.60009765625,2572.7900390625,4303.153
1747244040000,2572.7900390625,2572.949951171875,2569.81005859375,2570.989990234375,2395.654
1747244100000,2570.989990234375,2575.6201171875,2569.449951171875,2574.510009765625,5160.89
1747244160000,2574.510009765625,2574.969970703125,2570.139892578125,2570.5,4223.71
1747244220000,2570.510009765625,2573.469970703125,2570.510009765625,2571.469970703125,2263.966
1747244280000,2571.469970703125,2574.969970703125,2571.469970703125,2574.7900390625,1876.955
1747244340000,2574.780029296875,2579.030029296875,2574.10009765625,2577.72998046875,4230.551
1747244400000,2577.719970703125,2578.780029296875,2577.1298828125,2577.5,2339.253
1747244460000,2577.5,2579.199951171875,2575.7099609375,2579.199951171875,2499.417
1747244520000,2579.199951171875,2581.6298828125,2579.18994140625,2580.0400390625,4767.676
1747244580000,2580.030029296875,2580.60009765625,2579.22998046875,2579.93994140625,1914.026
1747244640000,2579.949951171875,2580.080078125,2577.10009765625,2578.169921875,2489.994
1747244700000,2578.179931640625,2578.5400390625,2576.1201171875,2576.389892578125,2445.912
1747244760000,2576.389892578125,2579.590087890625,2575.6298828125,2579.090087890625,1669.745
1747244820000,2579.080078125,2580.0,2576.389892578125,2576.639892578125,2013.228
1747244880000,2576.639892578125,2578.0,2576.469970703125,2578.0,1385.171
1747244940000,2577.989990234375,2578.0,2576.4599609375,2577.739990234375,981.622
1747245000000,2577.739990234375,2583.110107421875,2576.889892578125,2582.35009765625,4838.373
1747245060000,2582.35009765625,2583.300048828125,2580.489990234375,2580.489990234375,3547.798
1747245120000,2580.489990234375,2583.6201171875,2580.389892578125,2582.669921875,3191.203
1747245180000,2582.659912109375,2583.669921875,2582.219970703125,2583.669921875,1543.567
1747245240000,2583.659912109375,2586.43994140625,2583.0,2583.18994140625,5159.179
1747245300000,2583.18994140625,2584.89990234375,2583.18994140625,2583.919921875,2012.022
1747245360000,2583.919921875,2587.0,2583.52001953125,2585.840087890625,3208.32
1747245420000,2585.830078125,2586.239990234375,2584.3701171875,2585.5400390625,4311.332
1747245480000,2585.530029296875,2588.889892578125,2585.010009765625,2588.590087890625,3983.07
1747245540000,2588.580078125,2590.8798828125,2588.159912109375,2589.030029296875,7204.132
1747245600000,2589.02001953125,2590.969970703125,2587.199951171875,2590.22998046875,3496.808
1747245660000,2590.22998046875,2590.239990234375,2586.139892578125,2586.570068359375,3631.13
1747245720000,2586.570068359375,2589.0,2585.780029296875,2586.97998046875,2329.917
1747245780000,2586.97998046875,2588.0,2585.530029296875,2587.52001953125,1318.321
1747245840000,2587.52001953125,2594.679931640625,2586.669921875,2593.909912109375,6824.827
1747245900000,2593.89990234375,2598.840087890625,2592.580078125,2597.469970703125,14747.986
1747245960000,2597.469970703125,2597.679931640625,2593.389892578125,2593.68994140625,7489.266
1747246020000,2593.679931640625,2594.530029296875,2591.449951171875,2591.989990234375,3489.779
1747246080000,2591.97998046875,2592.590087890625,2588.699951171875,2588.7900390625,4093.928
1747246140000,2588.7900390625,2588.889892578125,2583.6201171875,2584.72998046875,5390.974
1747246200000,2584.72998046875,2585.139892578125,2580.830078125,2581.699951171875,4498.91
